symbol,token_address,coingecko_id,always_watch,exchange,borsa
SBET,0x2ed2cc2c858a8a8219fd2f2d9e170285dbd02756,sports-bet,False,"binance,gate",binance
$ICONS,0x3f68e7b44e9bcb486c2feadb7a2289d9cdfc9088,sportsicon,False,"binance,gate",binance
SPOT,0xc1f33e0cf7e40a67375007104b929e49a581bafe,spot,False,"binance,gate",binance
SPRING,0xf04af3f4e4929f7cd25a751e6149a3318373d4fe,spring,False,"binance,gate",binance
SPUME,0xa16a609ff4e1a15b6ccb469e7a5dd14e89305283,spume,False,"binance,gate",binance
SSDX,0x5eeecb13a98e2019aaaca47df17683431f5cab04,spunkysdx,False,"binance,gate",binance
SPURDO,0x59c6766de1dc50a9c9db86cb0461b5ce07408ab7,spurdo,False,"binance,gate",binance
SPURDO,0x3927fb89f34bbee63351a6340558eebf51a19fb8,spurdo-on-eth,False,"binance,gate",binance
SPURDO,0xd3999188ff689b99d8097a4876f61e70b22f7881,spurdo-sparde-on-eth,False,"binance,gate",binance
SPX,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,spx6900,False,"binance,gate",binance
SPX2.0,0x230ea9aed5d08afdb22cd3c06c47cf24ad501301,spx6900-2-0,False,"binance,gate",binance
SPYRO,0x6d7497751656618fc38cfb5478994a20f7e235df,spyro,False,"binance,gate",binance
SQUARES,0x3f962f6325e61b90bae9971f110863c4e67036e2,squaresai,False,"binance,gate",binance
SQUID,0x561cf9121e89926c27fa1cfc78dfcc4c422937a4,squid-game-2,False,"binance,gate",binance
SQGROW,0xb72e76ccf005313868db7b48070901a44629da98,squidgrow-2,False,"binance,gate",binance
NUTS,0x195f5c217b96cd3dd75d39327161b8911a42e509,squirrel-wallet,False,"binance,gate",binance
SQUIRRY,0xbfa7cb34879167e982206fabf6ced5e2ba5cd496,squirry,False,"binance,gate",binance
SRUNE,0x0352557b007a4aae1511c114409b932f06f9e2f4,srune,False,"binance,gate",binance
SSV,0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,ssv-network,False,"binance,gate",binance
SCOMP,0xd94a8f9caed25e63ecc90edfefaf3635ea1e182a,stablecomp,False,"binance,gate",binance
USDLR,0x68592c5c98c4f4a8a4bc6da2121e65da3d1c0917,stable-usdlr,False,"binance,gate",binance
EURR,0x50753cfaf86c094925bf976f218d043f8791e408,stablr-euro,False,"binance,gate",binance
USDR,0x7b43e3875440b44613dc3bc08e7763e6da63c8f8,stablr-usd,False,"binance,gate",binance
STABUL,0x6a43795941113c2f58eb487001f4f8ee74b6938a,stabull-finance,False,"binance,gate",binance
$STACK,0x4c0f743928ca8fa7fb24ad89669c8a7838f34917,stacker-ai,False,"binance,gate",binance
DSLA,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,stacktical,False,"binance,gate",binance
SD,0x30d20208d987713f46dfd34ef128bb16c404d10f,stader,False,"binance,gate",binance
ETHX,0xa35b1b31ce002fbf2058d22f30f95d405200a15b,stader-ethx,False,"binance,gate",binance
MATICX,0xf03a7eb46d01d9ecaa104558c732cf82f6b6b645,stader-maticx,False,"binance,gate",binance
FIS,0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d,stafi,False,"binance,gate",binance
STANDARD,0xda0c94c73d127ee191955fb46bacd7ff999b2bcd,stakeborg-dao,False,"binance,gate",binance
STKABPT,0xa1116930326d21fb917d5a27f1e9943a9595fb47,staked-aave-balancer-pool-token,False,"binance,gate",binance
STEUR,0x004626a008b1acdc4c74ab51644093b155e59a23,staked-ageur,False,"binance,gate",binance
SDT,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,stake-dao,False,"binance,gate",binance
SDCRV,0xd1b5651e55d4ceed36251c61c50c889b36f6abb5,stake-dao-crv,False,"binance,gate",binance
SDFXN,0xe19d1c837b8a1c83a56cd9165b2c0256d39653ad,stake-dao-fxn,False,"binance,gate",binance
SDPENDLE,0x5ea630e00d6ee438d3dea1556a110359acdc10a9,stake-dao-sdpendle,False,"binance,gate",binance
STAVAIL,0x3742f3fcc56b2d46c7b8ca77c23be60cd43ca80a,staked-avail,False,"binance,gate",binance
MOOBIFI,0xbeef8e0982874e0292e6c5751c5a4092b3e1beef,staked-bifi,False,"binance,gate",binance
STETH,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,staked-ether,False,"binance,gate",binance
SFRAX,0xa663b02cf0a4b149d2ad41910cb81e23e1c41c32,staked-frax,False,"binance,gate",binance
SFRXETH,0xac3e018457b222d93114458476f3e3416abbe38f,staked-frax-ether,False,"binance,gate",binance
SFRXUSD,0xcf62f905562626cfcdd2261162a51fd02fc9c5b6,staked-frax-usd,False,"binance,gate",binance
SINV,0x08d23468a467d2bb86fae0e32f247a26c7e2e994,staked-inv,False,"binance,gate",binance
XOGN,0x63898b3b6ef3d39332082178656e9862bee45c57,staked-ogn,False,"binance,gate",binance
STUSDT,0x25ec98773d7b4ced4cafab96a2a1c0945f145e10,staked-usdt,False,"binance,gate",binance
SUSN,0xe24a3dc889621612422a64e6388927901608b91d,staked-usn,False,"binance,gate",binance
ST-YCRV,0x27b5739e22ad9033bcbf192059122d163b60349d,staked-yearn-crv-vault,False,"binance,gate",binance
ST-YETH,0x583019ff0f430721ada9cfb4fac8f06ca104d0b4,staked-yearn-ether,False,"binance,gate",binance
KETH,0xe0c28a5a2da3920946e8bf821f61f7bea311048b,stakehouse-keth,False,"binance,gate",binance
SDL,0xa95c5ebb86e0de73b4fb8c47a45b792cfea28c23,stake-link,False,"binance,gate",binance
STLINK,0xb8b295df2cd735b15be5eb419517aa626fc43cd5,stake-link-staked-link,False,"binance,gate",binance
STO,0x1d88713b483a8e45cff0e5cd7c2e15e5fab4534d,stakestone,False,"binance,gate",binance
BERASTONE,0x97ad75064b20fb2b2447fed4fa953bf7f007a706,stakestone-berachain-vault-token,False,"binance,gate",binance
STONE,0x7122985656e38bdc0302db86685bb972b145bd3c,stakestone-ether,False,"binance,gate",binance
STPETH,0x218de5e6324c5351c3a2bf0c40d76f585b8de04d,stake-together,False,"binance,gate",binance
SVN,0xce872db165d4f5623af9c29e03afd416bc5f67bc,stakevault-network,False,"binance,gate",binance
SWISE,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,stakewise,False,"binance,gate",binance
OSETH,0xf1c9acdc66974dfb6decb12aa385b9cd01190e38,stakewise-v3-oseth,False,"binance,gate",binance
STND,0x9040e237c3bf18347bb00957dc22167d0f2b999d,standard-protocol,False,"binance,gate",binance
STAR,0x6953f27db0701e22616e701dba91acc2e4b6deca,starbot,False,"binance,gate",binance
STG,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,stargate-finance,False,"binance,gate",binance
STAR,0xb299751b088336e165da313c33e3195b8c6663a6,starheroes,False,"binance,gate",binance
STRK,0xca14007eff0db1f8135f4c25b34de49ab0d42766,starknet,False,"binance,gate",binance
STARL,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,starlink,False,"binance,gate",binance
STARS,0x04f121600c8c47a754636fc9d75661a9525e05d5,stars-2,False,"binance,gate",binance
EURS,0xdb25f211ab05b1c97d595516f45794528a807ad8,stasis-eurs,False,"binance,gate",binance
STAT,0x4fc15c91a9c4a9efb404174464687e8e128730c2,stat,False,"binance,gate",binance
STA,0xa7de087329bfcda5639247f96140f9dabe3deed1,statera,False,"binance,gate",binance
SNT,0x744d70fdbe2ba4cf95131626614a1763df805b9e,status,False,"binance,gate",binance
STEAKETH,0xbeef050ecd6a16c4e7bffbb52ebba7846c4b8cd4,steakhouse-eth-morpho-vault,False,"binance,gate",binance
STEAKEURCV,0xbeef07e929f84466a591de130e4154667214f491,steakhouse-eurcv-morpho-vault,False,"binance,gate",binance
STEAKM,0xbeef0075e03a5ce0d84d4accf3481363e0584f5c,steakhouse-m-morpho-vault,False,"binance,gate",binance
STEAKPYUSD,0xbeef02e5e13584ab96848af90261f0c8ee04722a,steakhouse-pyusd-morpho-vault,False,"binance,gate",binance
STEAKRUSD,0xbeef11ecb698f4b5378685c05a210bdf71093521,steakhouse-rusd-morpho-vault,False,"binance,gate",binance
STEAKUSDC,0xbeef01735c132ada46aa9aa4c54623caa92a64cb,steakhouse-usdc-morpho-vault,False,"binance,gate",binance
STEAKUSDL,0xbeefd1c0c6c1f7c94dc6b989dba2e983a47a26a8,steakhouse-usdl-morpho-vault,False,"binance,gate",binance
STEAKUSDT,0xbeef047a543e45807105e51a8bbefcc5950fcfba,steakhouse-usdt-morpho-vault,False,"binance,gate",binance
STEAKWBTC,0xbeef094333aedd535c130958c204e84f681fd9fa,steakhouse-wbtc-morpho-vault,False,"binance,gate",binance
STEALTH,0xe27f31b020f95f90f0db2ae0a5fae3b505df7a3e,stealth-ai,False,"binance,gate",binance
MICKEY,0x9609b540e5dedddb147abbf9812ade06b1e61b2c,steamboat-willie,False,"binance,gate",binance
STELAI,0xcd4ee6c8052df6742e4b342cf720ff3ac74f415e,stellaryai,False,"binance,gate",binance
GMT,0xe3c408bd53c31c085a1746af401a4042954ff740,stepn,False,"binance,gate",binance
STEVE,0x6e068796ba34613eb9b285affe0283fef3f4d66f,steve-2,False,"binance,gate",binance
STFX,0x9343e24716659a3551eb10aff9472a2dcad5db2d,stfx,False,"binance,gate",binance
STIMA,0xd2e5decc08a80be6538f89f9ab8ff296e2f724df,stima,False,"binance,gate",binance
STBU,0xa6422e3e219ee6d4c1b18895275fe43556fd50ed,stobox-token,False,"binance,gate",binance
STON,0xdc47f2ba852669b178699449e50682d6ceaf8c07,ston,False,"binance,gate",binance
STONKS,0x3d9a4d8ab4f5bd1d5d08ae3a95e8ed8bb4d7e3b9,stonksdao,False,"binance,gate",binance
STONKS,0x7d4a23832fad83258b32ce4fd3109ceef4332af4,stonks-on-eth,False,"binance,gate",binance
WSTOR,0x346b46280f559def274f80c5d16471b4b7ef2f14,storagechain,False,"binance,gate",binance
STORJ,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,storj,False,"binance,gate",binance
STMX,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,storm,False,"binance,gate",binance
JAN,0x5a9261b023692405f2f680240c6b010638e416dd,storm-warfare,False,"binance,gate",binance
STX,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,stox,False,"binance,gate",binance
XIDR,0xebf2096e01455108badcbaf86ce30b6e5a72aa52,straitsx-indonesia-rupiah,False,"binance,gate",binance
XUSD,0xc08e7e23c235073c6807c2efe7021304cb7c2815,straitsx-xusd,False,"binance,gate",binance
SBR,0xd6203889c22d9fe5e938a9200f50fdffe9dd8e02,strategic-bitcoin-reserve,False,"binance,gate",binance
SHIB,0xf4b7b9ab55a2eeb3bd6123b8f45b0abffd5089c7,strategic-hub-for-innovation-in-blockchain,False,"binance,gate",binance
STOS,0x08c32b0726c5684024ea6e141c50ade9690bbdcc,stratos,False,"binance,gate",binance
SVM,0x2bc46eb4ae80ddd9c8a6e064c74327c8244d88e2,stratovm,False,"binance,gate",binance
BERRY,0xcb76314c2540199f4b844d4ebbc7998c604880ca,strawberry-ai,False,"binance,gate",binance
صباح الفر,0xd22a61e8503bea5842e5e0126ca9ffc4dd492084,strawberry-elephant,False,"binance,gate",binance
BERRY,0x962c8a85f500519266269f77dffba4cea0b46da1,strawberry-in-bloom,False,"binance,gate",binance
STRM,0x8162b5bc8f651007cc38a09f557bab2bf4cefb5b,streamer-inu,False,"binance,gate",binance
DATA,0x8f693ca8d21b157107184d29d398a8d082b38b76,streamr,False,"binance,gate",binance
XDATA,0x0cf0ee63788a0849fe5297f3407f701e122cc023,streamr-xdata,False,"binance,gate",binance
STREETH,0xb840d10d840ef47c233fec1fd040f5b145a6dfa5,streeth,False,"binance,gate",binance
STRIKE,0x74232704659ef37c08995e386a2e26cc27a8d7b1,strike,False,"binance,gate",binance
STPR,0x1c74d8c8fe37b0fa47debc82e0ab6925a3dc4a2f,strike-protocol,False,"binance,gate",binance
STRONG,0x990f341946a3fdb507ae7e52d17851b87168017c,strong,False,"binance,gate",binance
STRNGR,0xdc0327d50e6c73db2f8117760592c8bbf1cdcf38,stronger,False,"binance,gate",binance
ISHND,0x9e6b19874e97fe8e8cad77f2c0ab5e7a693e5dbf,stronghands-finance,False,"binance,gate",binance
SHX,0xee7527841a932d2912224e20a405e1a1ff747084,stronghold-token,False,"binance,gate",binance
STC,0x15b543e986b8c34074dfc9901136d9355a537e7e,student-coin,False,"binance,gate",binance
STRDY,0xaeb3607ec434454ceb308f5cd540875efb54309a,sturdy,False,"binance,gate",binance
STYLE,0x9e91f79070926a191e41367d40ad582686f9e66d,style-protocol-2,False,"binance,gate",binance
GOV,0x274e7eb07b485cfde53d02270555213447570ac6,subdao,False,"binance,gate",binance
SQT,0x09395a2a58db45db0da254c7eaa5ac469d8bdc85,subquery-network,False,"binance,gate",binance
SCCN,0xdfddf7a69716124bc346ba556d4b9f9e74c4a8bc,succession,False,"binance,gate",binance
SUDO,0x48129b305a94d68ce4773ca1f0b55782ac735eac,sudo-labs,False,"binance,gate",binance
SUDO,0x3446dd70b2d52a6bf4a5a192d9b0a161295ab7f9,sudoswap,False,"binance,gate",binance
SUIAI,0xd19b72e027cd66bde41d8f60a13740a26c4be8f3,sui-agents,False,"binance,gate",binance
DESCI,0xaec613188b1e178d42a05d352044d54854c3196a,sui-desci-agents,False,"binance,gate",binance
SKT,0x012e0e6342308b247f36ee500ecb14dc77a7a8c1,sukhavati-network,False,"binance,gate",binance
SUKI,0x696733ce8f387c7a648443d9e21c6c1ee8519b94,suki,False,"binance,gate",binance
SUKU,0x0763fdccf1ae541a5961815c0872a8c5bc6de4d7,suku,False,"binance,gate",binance
SUMMER,0x4d4f3715050571a447fffa2cd4cf091c7014ca5c,summer,False,"binance,gate",binance
SNC,0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404,suncontract,False,"binance,gate",binance
SUNC,0x692accdd8b86692427e0aa4752ae917df01cc56f,sunrise,False,"binance,gate",binance
TZU,0x13dbd5394c2c7e4bdb85b1838286faa66532a262,sun-tzu,False,"binance,gate",binance
SUBF,0x564a80d0123bdd750fb6a9993834968fc595c09a,super-best-friends,False,"binance,gate",binance
SUPERBID,0x0563dce613d559a47877ffd1593549fb9d3510d6,superbid,False,"binance,gate",binance
CHAMP,0x4af1bc87e43ddb22188bb3791ae00341586fe8fc,super-champs,False,"binance,gate",binance
CLOSEDAI,0x571d9b73dc04ed88b4e273e048c8d4848f83b779,super-closed-source,False,"binance,gate",binance
SUPER,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,superfarm,False,"binance,gate",binance
SILKROAD,0x1142866f451d9d5281c5c8349a332bd338e552a1,supermarioporsche911inu,False,"binance,gate",binance
RARE,0xba5bde662c17e2adff1075610382b9b691296350,superrare,False,"binance,gate",binance
SUPR,0x17906b1cd88aa8efaefc5e82891b52a22219bd45,superseed,False,"binance,gate",binance
USTB,0x43415eb6ff9db7e26a15b704e7a3edce97d31c4e,superstate-short-duration-us-government-securities-fund-ustb,False,"binance,gate",binance
USCC,0x14d60e7fdc0d71d8611742720e4c50e7a974020c,superstate-uscc,False,"binance,gate",binance
STRUMP,0x7039cd6d7966672f194e8139074c3d5c4e6dcf65,super-trump,False,"binance,gate",binance
SFAI,0x544f7ba526dc4e835f674c585a478c142dd8cca1,supportfi-ai,False,"binance,gate",binance
AZEE,0x686d1596e5632fe0471961e7977e8efe371b0b21,surrealverse,False,"binance,gate",binance
SUSDA,0x2b66aade1e9c062ff411bd47c44e0ad696d43bd9,susda,False,"binance,gate",binance
SUSDS,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,susds,False,"binance,gate",binance
YVSUSD,0xa5ca62d95d24a4a350983d5b8ac4eb8638887396,susd-yvault,False,"binance,gate",binance
SUSHI,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,sushi,False,"binance,gate",binance
YVSUSHI,0x6d765cbe5bc922694afe112c140b8878b9fb0390,sushi-yvault,False,"binance,gate",binance
SGT,0x5b649c07e7ba0a1c529deaabed0b47699919b4a2,suzuverse,False,"binance,gate",binance
$SWAG,0x36c7188d64c44301272db3293899507eabb8ed43,swag,False,"binance,gate",binance
SWPR,0x6cacdb97e3fc8136805a9e7c342d866ab77d0957,swapr,False,"binance,gate",binance
SWM,0x3505f494c3f0fed0b594e01fa41dd3967645ca39,swarm,False,"binance,gate",binance
BZZ,0x19062190b1925b5b6689d7073fdfc8c2976ef8cb,swarm-bzz,False,"binance,gate",binance
SMT,0xb17548c7b510427baac4e267bea62e800b247173,swarm-markets,False,"binance,gate",binance
SWASH,0xa130e3a33a4d84b04c3918c4e5762223ae252f80,swash,False,"binance,gate",binance
SWEAT,0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35,sweatcoin,False,"binance,gate",binance
SWELL,0x0a6e7ba5042b38349e437ec6db6214aec7b35676,swell-network,False,"binance,gate",binance
SWBTC,0x8db2350d78abc13f5673a411d4700bcf87864dde,swell-restaked-btc,False,"binance,gate",binance
SWRV,0xb8baa0e4287890a5f79863ab62b7f175cecbd433,swerve-dao,False,"binance,gate",binance
SWETH,0xf951e335afb289353dc249e82926178eac7ded78,sweth,False,"binance,gate",binance
SWFTC,0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,swftcoin,False,"binance,gate",binance
SWINGBY,0x8287c7b963b405b7b8d467db9d79eec40625b13a,swingby,False,"binance,gate",binance
$SWING,0xd8dd38ca016f3e0b3bc545d33cce72af274ce075,swing-xyz,False,"binance,gate",binance
SXP,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,swipe,False,"binance,gate",binance
BORG,0x64d0f55cd8c7133a9d7102b13987235f486f2224,swissborg,False,"binance,gate",binance
SWTH,0xb4371da53140417cbb3362055374b10d97e420bb,switcheo,False,"binance,gate",binance
SWITCH,0xb10cc888cb2cce7036f4c7ecad8a57da16161338,switch-token,False,"binance,gate",binance
GOLD,0xa78bcbb74b822e74a847897d2d1d2d5ee2c76bd8,swords-and-dungeons-gold,False,"binance,gate",binance
SWOT,0xb39364b51d2c97b62b838bc5213b8627eb469101,swot-ai,False,"binance,gate",binance
SWAT,0xc0f1728d9513efc316d0e93a0758c992f88b0809,swtcoin,False,"binance,gate",binance
SWUSD,0x77c6e4a580c0dce4e5c7a17d0bc077188a83a059,swusd,False,"binance,gate",binance
SX,0x99fe3b1391503a1bc1788051347a1324bff41452,sx-network,False,"binance,gate",binance
SX,0xbe9f61555f50dd6167f2772e9cf7519790d96624,sx-network-2,False,"binance,gate",binance
SYLO,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,sylo,False,"binance,gate",binance
SIS,0xd38bb40815d2b0c2d2c866e0c72c5728ffc76dd9,symbiosis-finance,False,"binance,gate",binance
SYN,0x0f2d719407fdbeff09d87557abb7232601fd9f29,synapse-2,False,"binance,gate",binance
SYN,0x1bd1bc78a183c0547cdc2dcea12c0a8c05bdc034,synari,False,"binance,gate",binance
SYNC,0xb6ff96b8a8d214544ca0dbc9b33f7ad6503efd32,sync-network,False,"binance,gate",binance
SYNC,0xa41d2f8ee4f47d3b860a149765a7df8c3287b7f0,syncus,False,"binance,gate",binance
SYNR,0xbc6e06778708177a18210181b073da747c88490a,syndicate-2,False,"binance,gate",binance
F,0x6e15a54b5ecac17e58dadeddbe8506a7560252f9,synfutures,False,"binance,gate",binance
SYNK,0x048d07bd350ba516b84587e147284881b593eb86,synk,False,"binance,gate",binance
SYNT,0xda987c655ebc38c801db64a8608bc1aa56cd9a31,synternet-synt,False,"binance,gate",binance
TOR,0x21e133e07b6cb3ff846b5a32fa9869a1e5040da1,syntor-ai,False,"binance,gate",binance
SYRUP,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66,syrup,False,"binance,gate",binance
SYRUPUSDC,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupusdc,False,"binance,gate",binance
TKAI,0x7c5b267ed81009aa7374b5ca7e5137da47045ba8,taikai,False,"binance,gate",binance
TAIKI,0xe533c2480983e46664b15717d6fc02c0a1dad537,taiki-inu,False,"binance,gate",binance
TAIKO,0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,taiko,False,"binance,gate",binance
TAI,0x5becd80848e096d065f27c3b1498553c705c77ed,tainet,False,"binance,gate",binance
TALK,0xcaabcaa4ca42e1d86de1a201c818639def0ba7a7,talken,False,"binance,gate",binance
TAS,0x64d5fea7d2d600918b76159285994d6ed218f264,tao-accounting-system,False,"binance,gate",binance
TBANK,0x95ccffae3eb8767d4a941ec43280961dde89f4de,taobank,False,"binance,gate",binance
TAOBOT,0x49fb8ad7578148e17c3ef0c344ce23a66ed372c4,tao-bot,False,"binance,gate",binance
CETI,0x1bfce574deff725a3f483c334b790e25c8fa9779,tao-ceti,False,"binance,gate",binance
TAONU,0x4e9fcd48af4738e3bf1382009dc1e93ebfce698f,tao-inu,False,"binance,gate",binance
TPAD,0x5483dc6abda5f094865120b2d251b5744fc2ecb5,taopad,False,"binance,gate",binance
TAOSHARD,0x693170bd3c37dcd46168d8b399aa7551a32de2af,tao-subnet-sharding,False,"binance,gate",binance
TAOTOOLS,0x01043bf843b88e1182b1db27bdcc93999aa74c56,taotools,False,"binance,gate",binance
XTP,0x6368e1e18c4c419ddfc608a0bed1ccb87b9250fc,tap,False,"binance,gate",binance
TAP (BITCOIN),0x5e7f6e008c6d9d7ad4c7eb75bd4ce62864cc7454,tapify,False,"binance,gate",binance
TAPROOT,0x07b701ac44aacb03d8bed42eb85ec38210bdf513,taproot,False,"binance,gate",binance
TARA,0x2f42b7d686ca3effc69778b6ed8493a7787b4d6e,taraxa,False,"binance,gate",binance
TRDG,0x92a42db88ed0f02c71d439e55962ca7cab0168b5,tardigrades-finance,False,"binance,gate",binance
TWB,0xacdbfcbd4d6d4e9fe72c3ba4280d728ab2ace30f,targetwatch-bot,False,"binance,gate",binance
TARO,0xae9f227a68a307afa799fa024198ba6d1d83da4b,taro,False,"binance,gate",binance
TAROT,0x837d904a3799c0769079be9ecbaddf1abd4ccd6e,tarot,False,"binance,gate",binance
TAROT,0xa10bf0aba0c7953f279c4cb8192d3b5de5ea56e8,tarot-2,False,"binance,gate",binance
TATE,0xa589d8868607b8d79ee4288ce192796051263b64,tate,False,"binance,gate",binance
TATSU,0x92f419fb7a750aed295b0ddf536276bf5a40124f,tatsu,False,"binance,gate",binance
TXT,0x547b2f82cecfab9c2b1d36fdda96ef9f58c63b8c,taxa-token,False,"binance,gate",binance
TBTC,0x18084fba666a33d37592fa2633fd49a74dd93a88,tbtc,False,"binance,gate",binance
TEAR,0x299a1503e88433c0fd1bd68625c25c5a703eb64f,tear,False,"binance,gate",binance
TET,0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,tectum,False,"binance,gate",binance
TONE,0x2ab6bb8408ca3199b8fa6c92d5b455f820af03c4,te-food,False,"binance,gate",binance
TGR,0xc7026a20a640bc71b9074f7aed52a00cd9147091,tegro,False,"binance,gate",binance
BAG,0x235c8ee913d93c68d2902a8e0b5a643755705726,tehbag,False,"binance,gate",binance
TEL,0x467bccd9d29f223bce8043b84e8c8b282827790f,telcoin,False,"binance,gate",binance
TST,0x0828096494ad6252f0f853abfc5b6ec9dfe9fdad,teleport-system-token,False,"binance,gate",binance
TRB,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,tellor,False,"binance,gate",binance
TLOS,0x193f4a4a6ea24102f49b931deeeb931f6e32405d,telos,False,"binance,gate",binance
TEMCO,0x2fc246aa66f0da5bb1368f688548ecbbe9bdee5d,temco,False,"binance,gate",binance
TEMPLE,0x470ebf5f030ed85fc1ed4c2d36b9dd02e77cf1b7,temple,False,"binance,gate",binance
TBC,0x03042ae6fcfd53e3a0baa1fab5ce70e0cb74e6fb,ten-best-coins,False,"binance,gate",binance
TENET,0x788d86e00ab31db859c3d6b80d5a9375801d7f2a,tenet-1b000f7b-59cb-4e06-89ce-d62b32d362b9,False,"binance,gate",binance
TENSHI,0x52662717e448be36cb54588499d5a8328bd95292,tenshi,False,"binance,gate",binance
THUB,0x7fed466b893c716235e1b8d685c913f7d2797463,tensorhub,False,"binance,gate",binance
STTAO,0xb60acd2057067dc9ed8c083f5aa227a244044fd6,tensorplex-staked-tao,False,"binance,gate",binance
TSA,0xf02c2dc9b3cb7f1ba21ccd82dff4ebc92da8996f,tensorscan-ai,False,"binance,gate",binance
TPU,0xd9812f24f34e0d727bbf6ea7caaee05b7f7a2603,tensorspace,False,"binance,gate",binance
TUP,0x7714f320adca62b149df2579361afec729c5fe6a,tenup,False,"binance,gate",binance
PAY,0xb97048628db6b661d4c2aa833e95dbe1a905b280,tenx,False,"binance,gate",binance
TRN,0xa6c1a66a3ac742f1885207253fc776d94c8beed5,tereon,False,"binance,gate",binance
TERM,0xc3d21f79c3120a4ffda7a535f8005a7c297799bf,term-finance,False,"binance,gate",binance
TMNS,0x70054a18e57bd9e21e8b6361f6a8dfcd86cdc7d0,terminus,False,"binance,gate",binance
TERMINUS,0xcbde0453d4e7d748077c1b0ac2216c011dd2f406,terminus-2,False,"binance,gate",binance
TERMINUS,0x44e18207b6e98f4a786957954e462ed46b8c95be,terminus-3,False,"binance,gate",binance
TRR,0x490e3f4af13e1616ec97a8c6600c1061a8d0253e,terran-coin,False,"binance,gate",binance
UST,0xa693b19d2931d498c5b318df961919bb4aee87a5,terrausd-wormhole,False,"binance,gate",binance
TSAI,0xe1c8d908f0e495cf6d8459547d1d28b72bf04bf2,tesseractai,False,"binance,gate",binance
TEST,0x807534b396919783b7e30383fe57d857bc084338,test-2,False,"binance,gate",binance
USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,tether,False,"binance,gate",binance
EURT,0xc581b735a1688071a1746c968e0798d642ede491,tether-eurt,False,"binance,gate",binance
XAUT,0x68749665ff8d2d112fa859aa293f07a622782f38,tether-gold,False,"binance,gate",binance
USDTSO,0x1cdd2eab61112697626f7b4bb0e23da4febf7b7c,tether-usd-wormhole,False,"binance,gate",binance
TEXAN,0xcfcffe432a48db53f59c301422d2edd77b2a88d7,texan,False,"binance,gate",binance
TGC,0x25b4f5d4c314bcd5d7962734936c957b947cb7cf,tg-casino,False,"binance,gate",binance
THALES,0x8947da500eb47f82df21143d0c01a29862a8c3c5,thales,False,"binance,gate",binance
THAT,0xd2e57e7019a8faea8b3e4a3738ee5b269975008a,that,False,"binance,gate",binance
FOUR,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,the-4th-pillar,False,"binance,gate",binance
ABYSS,0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,the-abyss,False,"binance,gate",binance
TAP,0x8080779e8366ea28cd1c99bd66ac6d04fce73bf9,the-america-party,False,"binance,gate",binance
TAP,0x594dd710e3bef17cb0585ffb863e0fc9e0f257ab,the-america-party-2,False,"binance,gate",binance
$KEKEC,0x8c7ac134ed985367eadc6f727d79e8295e11435c,the-balkan-dwarf,False,"binance,gate",binance
BLOX,0x320ed4c7243e35a00f9ca30a1ae60929d15eae37,the-blox-project,False,"binance,gate",binance
TCP,0x06576eb3b212d605b797dc15523d9dc9f4f66db4,the-crypto-prophecies,False,"binance,gate",binance
DOG,0xbaac2b4491727d78d2b78815144570b9f2fe8899,the-doge-nft,False,"binance,gate",binance
EMRLD,0xebb1afb0a4ddc9b1f84d9aa72ff956cd1c1eb4be,the-emerald-company,False,"binance,gate",binance
GHUB,0x58c896fa6857a9d67d02bc264c2b04cea47e20e7,the-gamehub,False,"binance,gate",binance
GRT,0xc944e90c64b2c07662a292be6244bdf05cda44a7,the-graph,False,"binance,gate",binance
HUSL,0xa2881f7f441267042f9778ffa0d4f834693426be,the-husl,False,"binance,gate",binance
ETH,0x5e21d1ee5cf0077b314c381720273ae82378d613,the-infinite-garden,False,"binance,gate",binance
